Application: Application Number,Total Amount,Application Received Date,Vehicle Category,Vehicle Model,Vehicle Year,Date of Purchase,Purchase or Lease?,Applicant: Postal Code,Applicant: County
M-012202,"$2,500",10/30/2018,PHEV+,Honda Clarity PHEV,2018,10/27/2018,Leased,01950,Essex
M-012203,"$1,500",10/30/2018,PHEV,Toyota Prius Prime,2018,10/8/2018,Purchased,02145,Middlesex
M-012204,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01757,Worcester
M-012205,"$1,500",10/30/2018,PHEV,Hyundai Ioniq Plug-in Hybrid,2019,10/23/2018,Purchased,02382,Plymouth
M-012206,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,9/18/2018,Purchased,01742,Middlesex
M-012208,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,02630,Barnstable
M-012209,"$2,500",10/30/2018,BEV,Nissan LEAF SL,2019,10/29/2018,Purchased,02052,Norfolk
M-012210,"$1,500",10/30/2018,PHEV,Toyota Prius Prime,2018,10/29/2018,Purchased,01778,Middlesex
M-012212,"$1,500",10/30/2018,PHEV,Toyota Prius Prime,2018,10/25/2018,Purchased,02120,Suffolk
M-012214,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,9/24/2018,Purchased,02139,Middlesex
M-012215,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/1/2018,Purchased,01862,Middlesex
M-012216,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,9/29/2018,Purchased,02114,Suffolk
M-012217,"$1,000",10/30/2018,BEV,Tesla Model X,2018,9/4/2018,Purchased,02445,Norfolk
M-012218,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01604,Worcester
M-012219,"$2,500",10/30/2018,BEV,Chevrolet Bolt EV,2019,10/27/2018,Purchased,01741,Middlesex
M-012220,"$2,500",10/30/2018,PHEV+,Chevrolet Volt,2018,10/29/2018,Leased,02184,Norfolk
M-012221,"$1,000",10/30/2018,BEV,Tesla Model X,2018,9/14/2018,Leased,01970,Essex
M-012222,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01867,Middlesex
M-012224,"$2,500",10/30/2018,BEV,Chevrolet Bolt EV,2019,10/28/2018,Purchased,02536,Barnstable
M-012226,$750,10/30/2018,ZEM,Zero FX,2018,8/15/2018,Leased,02136,Suffolk
M-012227,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/25/2018,Purchased,02482,Norfolk
M-012228,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,01519,Worcester
M-012229,"$2,500",10/30/2018,BEV,Nissan LEAF SL,2018,10/23/2018,Purchased,01851,Middlesex
M-012230,"$1,000",10/30/2018,BEV,Tesla Model S - 75 kWh,2018,10/4/2018,Purchased,02421,Middlesex
M-012231,"$2,500",10/30/2018,PHEV+,Honda Clarity PHEV,2018,10/29/2018,Leased,01719,Middlesex
M-012232,"$2,500",10/30/2018,BEV,Chevrolet Bolt EV,2019,10/29/2018,Purchased,02476,Middlesex
M-012233,"$2,500",10/30/2018,BEV,Chevrolet Bolt EV,2019,10/27/2018,Purchased,01002,Hampshire
M-012234,"$2,500",10/30/2018,PHEV+,Chrysler Pacifica,2018,10/5/2018,Purchased,02476,Middlesex
M-012235,"$2,500",10/30/2018,PHEV+,Honda Clarity PHEV,2018,10/30/2018,Purchased,01532,Worcester
M-012236,"$1,500",10/30/2018,PHEV,BMW 530e xDrive iPerformance,2018,8/22/2018,Purchased,02116,Suffolk
M-012237,"$2,500",10/30/2018,PHEV+,Honda Clarity PHEV,2018,10/13/2018,Leased,01720,Middlesex
M-012238,"$2,500",10/30/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,02721,Bristol
M-012239,"$2,500",10/30/2018,PHEV+,Chrysler Pacifica,2018,10/30/2018,Purchased,02138,Middlesex
M-012240,"$1,000",10/30/2018,BEV,Tesla Model X,2018,9/25/2018,Purchased,02026,Norfolk
M-012241,"$2,500",10/31/2018,PHEV+,Chevrolet Volt,2018,10/30/2018,Leased,02144,Middlesex
M-012242,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/11/2018,Purchased,01876,Middlesex
M-012243,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,02139,Middlesex
M-012244,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,9/8/2018,Purchased,01702,Middlesex
M-012245,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,02420,Middlesex
M-012246,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/30/2018,Leased,02494,Norfolk
M-012247,"$2,500",10/31/2018,BEV,Smart Electric Fortwo Coupe,2018,10/31/2018,Leased,01742,Middlesex
M-012248,"$2,500",10/31/2018,BEV,Nissan LEAF SL,2018,10/30/2018,Purchased,01721,Middlesex
M-012249,"$2,500",10/31/2018,PHEV+,Chevrolet Volt,2019,10/30/2018,Purchased,02703,Bristol
M-012251,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01532,Worcester
M-012252,"$2,500",10/31/2018,PHEV+,Chevrolet Volt,2018,10/31/2018,Purchased,01775,Middlesex
M-012253,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,01730,Middlesex
M-012254,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,9/25/2018,Purchased,02468,Middlesex
M-012255,"$2,500",10/31/2018,BEV,Chevrolet Bolt EV,2019,10/29/2018,Leased,01915,Essex
M-012257,"$2,500",10/31/2018,BEV,Chevrolet Bolt EV,2018,8/10/2018,Purchased,02090,Norfolk
M-012258,"$1,500",10/31/2018,PHEV,Toyota Prius Prime,2018,10/20/2018,Purchased,02474,Middlesex
M-012259,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Leased,01982,Essex
M-012260,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,02030,Norfolk
M-012261,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/29/2018,Purchased,02492,Norfolk
M-012262,"$1,000",10/31/2018,BEV,Tesla Model X,2018,9/26/2018,Leased,02420,Middlesex
M-012263,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/23/2018,Purchased,02351,Plymouth
M-012265,"$2,500",10/31/2018,BEV,Chevrolet Bolt EV,2019,10/31/2018,Leased,01773,Middlesex
M-012266,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,02067,Norfolk
M-012268,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Leased,01720,Middlesex
M-012269,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/29/2018,Leased,02478,Middlesex
M-012270,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,8/18/2018,Purchased,02145,Middlesex
M-012271,"$2,500",10/31/2018,BEV,Chevrolet Bolt EV,2019,10/30/2018,Purchased,01760,Middlesex
M-012272,"$2,500",10/31/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Leased,01056,Hampden
M-012273,"$2,500",10/31/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,02136,Suffolk
M-012274,"$2,500",11/1/2018,PHEV+,Honda Clarity PHEV,2018,10/27/2018,Leased,01002,Hampshire
M-012275,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01719,Middlesex
M-012276,"$2,500",11/1/2018,PHEV+,Honda Clarity PHEV,2018,10/24/2018,Purchased,01778,Middlesex
M-012277,"$2,500",11/1/2018,PHEV+,Chevrolet Volt,2018,10/31/2018,Leased,01930,Essex
M-012278,"$2,500",11/1/2018,PHEV+,Chevrolet Volt,2018,10/30/2018,Purchased,02420,Middlesex
M-012280,"$1,000",11/1/2018,BEV,Tesla Model S 100 kWh,2018,10/25/2018,Purchased,02481,Norfolk
M-012281,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,01938,Essex
M-012282,"$2,500",11/1/2018,PHEV+,Chevrolet Volt,2018,10/31/2018,Purchased,01473,Worcester
M-012283,"$2,500",11/1/2018,BEV,Nissan LEAF S,2019,10/31/2018,Purchased,02472,Middlesex
M-012284,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,01730,Middlesex
M-012285,"$1,500",11/1/2018,PHEV,Toyota Prius Prime,2018,10/6/2018,Purchased,02481,Norfolk
M-012286,"$1,500",11/1/2018,PHEV,Toyota Prius Prime,2018,10/27/2018,Purchased,02026,Norfolk
M-012287,"$2,500",11/1/2018,PHEV+,Mitsubishi Outlander PHEV,2018,10/29/2018,Leased,01776,Middlesex
M-012288,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,02493,Middlesex
M-012289,"$2,500",11/1/2018,PHEV+,Mitsubishi Outlander PHEV,2018,10/31/2018,Purchased,02653,Barnstable
M-012290,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01450,Middlesex
M-012292,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/26/2018,Purchased,01845,Essex
M-012293,"$2,500",11/1/2018,BEV,Chevrolet Bolt EV,2018,9/10/2018,Purchased,02368,Norfolk
M-012294,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,01053,Hampshire
M-012295,"$2,500",11/1/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Leased,01890,Middlesex
M-012296,"$2,500",11/1/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,01730,Middlesex
M-012297,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,02421,Middlesex
M-012298,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,10/26/2018,Purchased,02145,Middlesex
M-012299,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,01742,Middlesex
M-012300,"$2,500",11/2/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Purchased,01701,Middlesex
M-012301,"$2,500",11/2/2018,BEV,Nissan LEAF SL,2019,10/29/2018,Leased,02131,Suffolk
M-012302,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,02653,Barnstable
M-012303,"$2,500",11/2/2018,PHEV+,Chevrolet Volt,2018,10/10/2018,Purchased,02568,Dukes
M-012305,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,02568,Dukes
M-012307,"$2,500",11/2/2018,PHEV+,Chevrolet Volt,2018,10/31/2018,Purchased,01564,Worcester
M-012308,"$2,500",11/2/2018,BEV,Chevrolet Bolt EV,2019,10/26/2018,Leased,01867,Middlesex
M-012309,"$1,500",11/2/2018,PHEV,Toyota Prius Prime,2018,10/15/2018,Purchased,02127,Suffolk
M-012311,"$2,500",11/2/2018,BEV,Smart Electric Fortwo Coupe,2018,10/31/2018,Leased,02138,Middlesex
M-012312,"$2,500",11/2/2018,PHEV+,Honda Clarity PHEV,2018,11/2/2018,Purchased,01775,Middlesex
M-012313,"$2,500",11/2/2018,BEV,Chevrolet Bolt EV,2019,10/31/2018,Purchased,01742,Middlesex
M-012314,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,01890,Middlesex
M-012315,"$1,500",11/2/2018,PHEV,Toyota Prius Prime,2018,10/30/2018,Purchased,01062,Hampshire
M-012316,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,10/12/2018,Purchased,01886,Middlesex
M-012318,"$1,500",11/2/2018,PHEV,Kia Niro Plug-in Hybrid,2018,10/25/2018,Purchased,01581,Worcester
M-012321,"$2,500",11/2/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,01778,Middlesex
M-012322,"$1,500",11/3/2018,PHEV,BMW 330e,2018,10/30/2018,Leased,02494,Norfolk
M-012323,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,02026,Norfolk
M-012324,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,02539,Dukes
M-012325,"$2,500",11/3/2018,BEV,Nissan LEAF SV,2018,10/27/2018,Leased,02451,Middlesex
M-012326,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,02492,Norfolk
M-012327,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/22/2018,Purchased,02347,Plymouth
M-012328,"$2,500",11/3/2018,BEV,Chevrolet Bolt EV,2019,10/28/2018,Purchased,01844,Essex
M-012329,"$2,500",11/3/2018,BEV,Nissan LEAF S,2019,10/31/2018,Leased,01453,Worcester
M-012330,"$1,500",11/3/2018,PHEV,Toyota Prius Prime,2018,11/3/2018,Purchased,01602,Worcester
M-012331,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,02130,Suffolk
M-012333,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,9/22/2018,Purchased,01772,Worcester
M-012334,"$2,500",11/3/2018,PHEV+,Honda Clarity PHEV,2018,11/3/2018,Leased,01742,Middlesex
M-012335,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,01864,Middlesex
M-012336,"$2,500",11/3/2018,BEV,Chevrolet Bolt EV,2019,10/30/2018,Purchased,02476,Middlesex
M-012337,"$2,500",11/3/2018,PHEV+,Chevrolet Volt,2017,10/17/2018,Purchased,02632,Barnstable
M-012338,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,01581,Worcester
M-012339,"$1,500",11/3/2018,PHEV,Kia Niro Plug-in Hybrid,2019,10/16/2018,Purchased,02019,Norfolk
M-012340,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/9/2018,Purchased,01057,Hampden
M-012341,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02186,Norfolk
M-012342,"$1,000",11/3/2018,BEV,Tesla Model S 100 kWh,2018,10/6/2018,Purchased,02420,Middlesex
M-012343,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02144,Middlesex
M-012344,"$2,500",11/3/2018,PHEV+,Honda Clarity PHEV,2018,11/1/2018,Leased,01906,Essex
M-012345,"$2,500",11/3/2018,PHEV+,Chevrolet Volt,2018,10/28/2018,Leased,02151,Suffolk
M-012346,"$2,500",11/3/2018,PHEV,BMW i3s REx,2018,11/1/2018,Leased,01060,Hampshire
M-012347,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02176,Middlesex
M-012348,"$2,500",11/3/2018,PHEV+,Honda Clarity PHEV,2018,10/16/2018,Purchased,01103,Hampden
M-012349,"$1,500",11/3/2018,PHEV,Toyota Prius Prime,2018,11/3/2018,Purchased,02458,Middlesex
M-012350,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,9/22/2018,Purchased,02144,Middlesex
M-012351,"$2,500",11/3/2018,PHEV+,Chevrolet Volt,2018,11/1/2018,Purchased,01451,Worcester
M-012352,"$2,500",11/3/2018,PHEV+,Honda Clarity PHEV,2018,11/3/2018,Purchased,02645,Barnstable
M-012353,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01886,Middlesex
M-012355,"$2,500",11/3/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,02468,Middlesex
M-012356,"$1,000",11/4/2018,BEV,Tesla Model X,2018,9/26/2018,Purchased,01845,Essex
M-012358,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01754,Middlesex
M-012359,"$2,500",11/4/2018,PHEV+,Honda Clarity PHEV,2018,10/29/2018,Leased,01062,Hampshire
M-012360,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,01536,Worcester
M-012361,"$1,000",11/4/2018,BEV,Tesla Model S - 75 kWh,2018,10/27/2018,Purchased,02493,Middlesex
M-012363,"$2,500",11/4/2018,PHEV+,Honda Clarity PHEV,2018,9/30/2018,Leased,02081,Norfolk
M-012364,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01867,Middlesex
M-012365,"$1,500",11/4/2018,PHEV,BMW 530e xDrive iPerformance,2019,10/11/2018,Purchased,02466,Middlesex
M-012367,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01824,Middlesex
M-012369,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,10/22/2018,Purchased,02131,Suffolk
M-012371,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,9/8/2018,Purchased,02465,Middlesex
M-012372,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,9/13/2018,Purchased,02493,Middlesex
M-012373,"$2,500",11/4/2018,PHEV+,Chrysler Pacifica,2018,10/21/2018,Purchased,01027,Hampshire
M-012374,"$2,500",11/4/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02472,Middlesex
M-012376,"$2,500",11/4/2018,PHEV+,Honda Clarity PHEV,2018,10/29/2018,Leased,02067,Norfolk
M-012377,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,10/31/2018,Purchased,01721,Middlesex
M-012378,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02052,Norfolk
M-012379,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,02760,Bristol
M-012380,"$2,500",11/5/2018,BEV,Nissan LEAF SL,2018,9/30/2018,Purchased,01719,Middlesex
M-012381,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,01748,Middlesex
M-012382,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/31/2018,Purchased,01451,Worcester
M-012383,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,01845,Essex
M-012384,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,01106,Hampden
M-012385,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,10/27/2018,Purchased,01810,Essex
M-012386,"$2,500",11/5/2018,PHEV+,Chevrolet Volt,2018,11/1/2018,Purchased,02364,Plymouth
M-012387,"$1,500",11/5/2018,PHEV,Toyota Prius Prime,2018,8/31/2018,Purchased,01253,Berkshire
M-012388,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,10/30/2018,Leased,02148,Middlesex
M-012389,"$1,500",11/5/2018,PHEV,Toyota Prius Prime,2018,11/5/2018,Purchased,02460,Middlesex
M-012390,"$2,500",11/5/2018,BEV,Nissan LEAF SV,2018,10/27/2018,Purchased,01803,Middlesex
M-012391,"$1,500",11/5/2018,PHEV,Toyota Prius Prime,2018,10/19/2018,Purchased,01020,Hampden
M-012392,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,10/20/2018,Purchased,02090,Norfolk
M-012393,"$1,500",11/5/2018,PHEV,Toyota Prius Prime,2018,11/5/2018,Purchased,02130,Suffolk
M-012394,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,8/30/2018,Purchased,02420,Middlesex
M-012395,"$1,000",11/5/2018,BEV,Tesla Model S - 75 kWh,2018,10/3/2018,Purchased,02116,Suffolk
M-012396,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01944,Essex
M-012397,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,01908,Essex
M-012398,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/5/2018,Purchased,02148,Middlesex
M-012399,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,9/26/2018,Purchased,01060,Hampshire
M-012400,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,01564,Worcester
M-012401,"$2,500",11/5/2018,PHEV+,Honda Clarity PHEV,2018,11/2/2018,Leased,01904,Essex
M-012402,"$2,500",11/5/2018,BEV,Chevrolet Bolt EV,2019,10/5/2018,Leased,01890,Middlesex
M-012404,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,01460,Middlesex
M-012405,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/5/2018,Purchased,02130,Suffolk
M-012406,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01240,Berkshire
M-012407,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/9/2018,Purchased,01938,Essex
M-012408,"$1,000",11/5/2018,BEV,Tesla Model S 100 kWh,2018,11/5/2018,Purchased,01742,Middlesex
M-012409,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,10/24/2018,Purchased,01752,Middlesex
M-012410,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,8/9/2018,Purchased,02536,Barnstable
M-012411,"$2,500",11/5/2018,BEV,Tesla Model 3,2018,11/5/2018,Purchased,01451,Worcester
M-012412,"$1,500",11/6/2018,PHEV,Ford Fusion Energi,2017,11/5/2018,Purchased,02302,Plymouth
M-012413,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,02459,Middlesex
M-012415,"$1,500",11/6/2018,PHEV,BMW 530e xDrive iPerformance,2019,11/5/2018,Leased,01002,Hampshire
M-012416,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,02130,Suffolk
M-012418,"$2,500",11/6/2018,PHEV+,Chevrolet Volt,2018,11/5/2018,Purchased,01463,Middlesex
M-012419,"$2,500",11/6/2018,BEV,Volkswagen e-Golf,2018,11/5/2018,Leased,01824,Middlesex
M-012420,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,10/15/2018,Purchased,02554,Nantucket
M-012421,"$2,500",11/6/2018,PHEV+,Chevrolet Volt,2018,9/30/2018,Purchased,02090,Norfolk
M-012422,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01721,Middlesex
M-012423,"$2,500",11/6/2018,PHEV+,Honda Clarity PHEV,2018,11/5/2018,Purchased,01106,Hampden
M-012424,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,02460,Middlesex
M-012425,"$2,500",11/6/2018,PHEV+,Honda Clarity PHEV,2018,10/30/2018,Leased,02050,Plymouth
M-012426,"$1,500",11/6/2018,PHEV,Toyota Prius Prime,2018,11/4/2018,Purchased,01719,Middlesex
M-012427,"$2,500",11/6/2018,PHEV+,Mitsubishi Outlander PHEV,2018,10/24/2018,Purchased,01720,Middlesex
M-012428,"$1,500",11/6/2018,PHEV,Toyota Prius Prime,2018,9/11/2018,Purchased,01719,Middlesex
M-012429,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01460,Middlesex
M-012430,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,02453,Middlesex
M-012431,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01503,Worcester
M-012432,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,10/13/2018,Purchased,02155,Middlesex
M-012434,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,9/7/2018,Purchased,02421,Middlesex
M-012435,"$2,500",11/6/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01803,Middlesex
M-012436,"$2,500",11/6/2018,BEV,Chevrolet Bolt EV,2019,10/31/2018,Purchased,02139,Middlesex
M-012438,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,10/19/2018,Purchased,02420,Middlesex
M-012439,"$2,500",11/7/2018,PHEV+,Honda Clarity PHEV,2018,11/4/2018,Leased,01810,Essex
M-012440,"$2,500",11/7/2018,PHEV+,Mitsubishi Outlander PHEV,2018,7/30/2018,Purchased,01940,Essex
M-012441,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/5/2018,Purchased,02138,Middlesex
M-012442,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,10/10/2018,Purchased,02453,Middlesex
M-012443,"$1,000",11/7/2018,BEV,Tesla Model X,2018,11/2/2018,Leased,02459,Middlesex
M-012444,"$2,500",11/7/2018,PHEV+,Chevrolet Volt,2018,10/31/2018,Purchased,01721,Middlesex
M-012445,"$2,500",11/7/2018,PHEV+,Honda Clarity PHEV,2018,10/30/2018,Leased,01040,Hampden
M-012446,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,02081,Norfolk
M-012447,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/7/2018,Purchased,02368,Norfolk
M-012448,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01810,Essex
M-012449,"$2,500",11/7/2018,BEV,Nissan LEAF SV,2019,11/5/2018,Purchased,01432,Middlesex
M-012450,"$2,500",11/7/2018,BEV,Nissan LEAF SL,2018,10/29/2018,Purchased,01504,Worcester
M-012451,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/1/2018,Purchased,02461,Middlesex
M-012452,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/7/2018,Purchased,02186,Norfolk
M-012453,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,10/30/2018,Purchased,02050,Plymouth
M-012454,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,11/2/2018,Purchased,02459,Middlesex
M-012455,"$2,500",11/7/2018,BEV,Tesla Model 3,2018,10/29/2018,Purchased,01721,Middlesex
M-012456,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,10/7/2018,Purchased,02155,Middlesex
M-012457,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01778,Middlesex
M-012458,"$1,000",11/8/2018,BEV,Tesla Model X,2018,10/26/2018,Purchased,01773,Middlesex
M-012459,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01945,Essex
M-012460,"$1,000",11/8/2018,BEV,Tesla Model X,2018,9/21/2018,Purchased,02138,Middlesex
M-012461,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,10/3/2018,Purchased,01748,Middlesex
M-012462,"$1,000",11/8/2018,BEV,Tesla Model S - 75 kWh,2018,10/10/2018,Purchased,02790,Bristol
M-012463,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,01702,Middlesex
M-012464,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,02536,Barnstable
M-012465,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,10/27/2018,Purchased,02467,Norfolk
M-012466,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,9/27/2018,Purchased,02048,Bristol
M-012467,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,01760,Middlesex
M-012468,"$2,500",11/8/2018,BEV,Nissan LEAF SL,2018,10/31/2018,Leased,01749,Middlesex
M-012469,"$1,500",11/8/2018,PHEV,Toyota Prius Prime,2018,11/2/2018,Purchased,01702,Middlesex
M-012471,"$2,500",11/8/2018,PHEV+,Honda Clarity PHEV,2018,11/3/2018,Leased,02081,Norfolk
M-012472,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/6/2018,Purchased,02038,Norfolk
M-012473,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02537,Barnstable
M-012474,"$1,000",11/8/2018,BEV,Tesla Model S 100 kWh,2017,11/8/2018,Purchased,01776,Middlesex
M-012475,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,9/24/2018,Purchased,01756,Worcester
M-012476,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/8/2018,Purchased,02459,Middlesex
M-012477,"$2,500",11/8/2018,PHEV+,Honda Clarity PHEV,2018,11/3/2018,Purchased,01945,Essex
M-012478,"$2,500",11/8/2018,BEV,Tesla Model 3,2018,11/3/2018,Purchased,02116,Suffolk
